,Index,data,labels
1358,957_1,"""Many times I've read reviews for apps and decided to not get it because I was unsure whether it was listened to and fixed or not.""",0
1359,693_5,"""I don't know why there is no support for current devices to read NFC cards/tags in full at a low level.""",0
1360,0_361,"""I just wanted to say well done to Microsoft for offering a very good browsing experience on wp8.1 with ie11.





With ie11 was able to watch e.g Putlocker videos with no interference such as ads popping up.





On a friends Android doing the same thing it kept popping up saying """"""""your phone has a virus"""""""".""""",0
1361,896_5,"""At the moment there are only APIs for reading and writing NFC Tags.""",0
1362,3446,"""When you view an exception you get a completely useless stacktrace with only hex values for function names because of optimization.""",0
1363,2724,This makes the collection much faster to work with when making large changes.,0
1364,681_4,"""However this can be easily fixed by writing it in Dev Center.""",0
1365,3322,"""I noticed this problem as soon as I adapted my app to use ImageEx.""",0
1366,897,There are thousands of apps out there that probably aren't converted for similar reasons.,0
1367,0_606,"""Allow Windows IoT Enterprise embedded devices to run a WUP app and access its own PCIe Hardware.""",0
1368,1450_3,"""We have the photochoosertask which works great and does the job, but we do not have access to music on the device.""",0
1369,0_721,"""There are several developers using dishonest methods to boost their apps, including fake ratings.





Those apps are as good as useless to consumers (cheap website wrappers etc.) and still have dozens of maximum ratings shortly after being released.





Those apps get ranked high in the listings and take away the place of the few others that actually are good.





Reporting usually takes several days or more than one week until something actually happens.





Also, I've heard that MS just warns those devs, but even lets them keep obvious fake max ratings.""""",0
1370,1292_5,"""Find a store or anything else with bing search and import the name, adress, phone, mail into your kontakts.""",0
1371,690,Raspberry Pi and Arduino have countless MIDI projects on… more,0
1372,0_1510,"""Youtube video work fine on feedly but somehow vimeo video is not showing the content instead showing error #2048.""",0
1373,3379,"""DataTemplate(Func<object>); // This one provides lot of flexibility""",0
1374,5571,"""It's better if we wake up early.""",0
1375,0_532,"""Here is where you will leave your feedback https://wpdev.uservoice.com/forums/110705-universal-windows-platform/category/81608-dev-center-store Our dev team will review your feedback and if they need to make any changes they will do so.""",0
1376,3919,"""Could do something like:""",0
1377,0_116,"""It takes advantage of C++11 and beyond to provide a truly modern language projection for the Windows Runtime.""",0
1378,2126,"""See the data piling up in the following stores:""",0
1379,604,"""Notepad has been updated to support Line endings from Unix Linux and Mac.""",0
1380,0_347,"""Read email access Locally is very important to create professional and amazing apps for UWP apps.


""",0
1381,3507,"""Textbox that indicates Validation Results (This Filed is Required...)""",0
1382,0_513,"""When dropping down the 'Apply Filters' area, I change the options and nothing changes in the review listing below.





There doesn't seem to be a way to make the new selections take effect.""""""""",0
1383,1145,The first time the app is opened it downloads news article and display's say the top 10 to user in a ListView and rest are stored locally.,0
1384,814_14,"""I checked it a few times.""",0
1385,781_5,"""other than Windows 8.1 fantastic.""",0
1386,859,isalnum(-1) returns true for some codepages.,0
1387,3307,"""The FileOpenPicker has the SuggestedStartLocation and the official description of how it works is:""",0
1388,465,"""Now things are very complicated:""",0
1389,0_889,"""In the new Windows Store the length of IAP title is limited to 100 characters and the length of IAP description is limited to 200 characters.""",0
1390,835_14,"""The thief could take a picture of him/herself (then it can be given to police) and/or give idea of his/her location.""",0
1391,0_1513,"""I use BeyondPod on my Android phone and it supported integration of sorts with Feedly.""",0
1392,1833,"""I'm guessing it's a numerical overflow somewhere deep in the graphics stack.""",0
1393,4771,"""It would be much like the Skype for desktop's small call window that comes up when you are in a call.""",0
1394,1361_9,"""Programmatically enable or disable the feature in various areas of the app.""",0
1395,4365,"""It is in an app called Drudge Live (https://www.microsoft.com/store/apps/9wzdncrdm04m) and in the app the swipe-open capability is only enabled on phones.""",0
1396,1643_2,"""quandp fai il copia di una frase,di solito quando si blocca si perde la memorizzazione,invece la proposta sarebbe di farlo memorizzare anche se il telefono viene bloccato.""",0
1397,988_11,"""This tester changed the criteria.""",0
1398,896_20,"""So if you think it is only fair that users see all the reviews in the app store then please support this request by voting for it.""",0
1399,3227,"""Is this change in behavior expected or a bug?""",0
1400,967,Microsoft's official support reccomends that I use a tool called poolmon to find which driver is causing the leak.,0
1401,980_7,"""Compare skype, viber and tango apps on windows phone with Android and iphone.""",0
1402,2947,"""represents a control that contains audio and / or video.""",0
1403,1358_7,"""I'm developing an app containing data that a user might want to keep in view for a while, without worrying about accidentally pressing any of the hardware buttons, thereby exiting the current view.""",0
1404,4016,""" When user invoke the access key of a button to navigate out the AccessKeyDisplayDismissed event of the command bar button isn't invoked.""",0
1405,399,"""But when user tapping 'x' button on Sets window ( https://i.imgur.com/WZiITQ6.png ) the event not raised correctly.""",0
1406,2609,Also I can't get a full 2D map which is what I desire but no matter what I do the buildings are 3D,0
